cluster_label,Month,Total Hours,Fuel Used Per Hour,AssetID,GPS Longitude_y,GPS Lattitude_y
4,2,629.1632258064514,138.31841249158055,155,-75.65138858709673,38.53446444408601
4,3,682.9929032258062,136.7151937910605,155,-75.65138858709673,38.53446444408601
4,4,668.182258064516,140.51084957577214,155,-75.65138858709673,38.53446444408601
4,5,690.7495483870966,141.96194291291917,155,-75.65138858709673,38.53446444408601
4,6,676.9509677419356,137.13199014863542,155,-75.65138858709673,38.53446444408601
4,7,693.6332258064513,139.7604398030533,155,-75.65138858709673,38.53446444408601
4,8,687.8494838709677,142.7557850945642,155,-75.65138858709673,38.53446444408601
4,9,675.7307741935482,135.4146835125412,155,-75.65138858709673,38.53446444408601
4,10,689.1426451612904,148.44318373713818,155,-75.65138858709673,38.53446444408601
4,11,670.8206451612903,138.55508892710276,155,-75.65138858709673,38.53446444408601
4,12,692.8678709677419,133.72712185996983,155,-75.65138858709673,38.53446444408601
5,1,838.0773214285712,131.4388625030168,56,-107.2455568809524,38.83612908110119
5,2,763.9258928571429,120.59878010803438,56,-107.2455568809524,38.83612908110119
5,3,821.2698214285712,139.00842342099745,56,-107.2455568809524,38.83612908110119
5,4,824.8755172413794,122.10304282729662,58,-107.23202948891625,38.85098062181856
5,5,817.0989655172411,119.5548874182346,58,-107.23202948891625,38.85098062181856
5,6,773.5743103448275,150.88836638134123,58,-107.23202948891625,38.85098062181856
5,7,857.0678947368422,126.30191993836564,57,-107.23629913492064,38.84367352454052
5,8,811.6328070175439,145.33712829349653,57,-107.23629913492064,38.84367352454052
5,9,793.3784210526314,141.94142138225146,57,-107.23629913492064,38.84367352454052
5,10,832.1794736842107,126.35286731226333,57,-107.23629913492064,38.84367352454052
5,11,782.8930357142859,162.1905525026747,56,-107.2455568809524,38.83612908110119
5,12,832.341785714286,151.23808629633885,56,-107.2455568809524,38.83612908110119
6,1,789.5251412429379,132.7549492244256,177,-89.10449459251414,37.44842856944444
6,2,714.7625423728812,139.1720697535579,177,-89.10449459251414,37.44842856944444
6,3,782.0145197740106,140.42879544956241,177,-89.10449459251414,37.44842856944444
6,4,764.2557627118645,132.10718978487373,177,-89.10449459251414,37.44842856944444
6,5,784.5768926553674,137.7844559038987,177,-89.10449459251414,37.44842856944444
6,6,760.3155367231637,144.79515157946963,177,-89.10449459251414,37.44842856944444
6,7,786.5477966101698,145.56244351447407,177,-89.10449459251414,37.44842856944444
6,8,793.7137288135596,143.4482015463212,177,-89.10449459251414,37.44842856944444
6,9,764.8846327683614,133.75842084034738,177,-89.10449459251414,37.44842856944444
6,10,782.4472881355935,134.68607086389332,177,-89.10449459251414,37.44842856944444
6,11,752.8971751412429,147.41850247117466,177,-89.10449459251414,37.44842856944444
6,12,780.53406779661,138.51871179757543,177,-89.10449459251414,37.44842856944444
7,1,728.5444339622642,139.73375384194287,212,-122.27070597032241,47.70672377810536
7,2,658.0100471698113,135.35079079607243,212,-122.27070597032241,47.70672377810536
7,3,727.817641509434,140.9713243474491,212,-122.27070597032241,47.70672377810536
7,4,703.5649999999998,142.96622997044614,212,-122.27070597032241,47.70672377810536
7,5,721.0223584905658,144.40226440421154,212,-122.27070597032241,47.70672377810536
7,6,713.6006132075471,138.33276408099596,212,-122.27070597032241,47.70672377810536
7,7,723.9369339622639,140.16084298919688,212,-122.27070597032241,47.70672377810536
7,8,732.0406603773584,142.41885224259192,212,-122.27070597032241,47.70672377810536
7,9,700.2495754716982,141.4205558716918,212,-122.27070597032241,47.70672377810536
7,10,733.0191981132075,138.52480490350564,212,-122.27070597032241,47.70672377810536
7,11,712.246273584906,136.58334263828752,212,-122.27070597032241,47.70672377810536
7,12,736.8994339622644,130.11032157039452,212,-122.27070597032241,47.70672377810536
8,1,776.8042156862745,143.08597834324166,102,-91.72749810130725,42.896099321895434
8,2,689.7950980392154,148.5366673327653,102,-91.72749810130725,42.896099321895434
8,3,770.9244117647058,131.57137053664812,102,-91.72749810130725,42.896099321895434
8,4,757.3295098039213,125.81467736093668,102,-91.72749810130725,42.896099321895434
8,5,778.6517647058826,140.04594505223488,102,-91.72749810130725,42.896099321895434
8,6,747.7328431372545,151.91414729021864,102,-91.72749810130725,42.896099321895434
8,7,777.2413725490197,138.54814783985003,102,-91.72749810130725,42.896099321895434
8,8,769.7900980392154,133.61522654829727,102,-91.72749810130725,42.896099321895434
8,9,749.687156862745,126.02930055869203,102,-91.72749810130725,42.896099321895434
8,10,798.8174509803921,140.22082167478453,102,-91.72749810130725,42.896099321895434
8,11,753.3811764705885,137.74415970506368,102,-91.72749810130725,42.896099321895434
8,12,774.9539215686274,138.23359601847358,102,-91.72749810130725,42.896099321895434
9,1,817.2624637681157,141.13818098914388,69,-82.19641612681161,30.195022533212555
9,2,731.2117391304349,144.97592263022463,69,-82.19641612681161,30.195022533212555
9,3,808.0691304347829,141.54440240181475,69,-82.19641612681161,30.195022533212555
9,4,792.2653623188404,142.09313440199492,69,-82.19641612681161,30.195022533212555
9,5,848.4731884057973,119.12815345461401,69,-82.19641612681161,30.195022533212555
9,6,792.0568115942028,142.18956339554646,69,-82.19641612681161,30.195022533212555
9,7,833.1882608695654,134.25815450516328,69,-82.19641612681161,30.195022533212555
9,8,802.3743478260869,145.93445111835322,69,-82.19641612681161,30.195022533212555
9,9,802.3591304347827,123.46751447619364,69,-82.19641612681161,30.195022533212555
9,10,819.2808695652172,156.1937170629005,69,-82.19641612681161,30.195022533212555
9,11,806.8905797101448,135.46608535242805,69,-82.19641612681161,30.195022533212555
9,12,801.2692753623189,141.74127529241298,69,-82.19641612681161,30.195022533212555
10,1,718.6843636363635,139.5623109451766,55,-108.71560226294764,33.02207161322315
10,2,618.2830909090909,154.24688570371424,55,-108.71560226294764,33.02207161322315
10,3,704.5027272727273,128.8019111137103,55,-108.71877344166664,33.02182816704546
10,4,676.8371929824563,134.88285467009416,57,-108.74883967550504,33.02083149850479
10,5,717.0559649122807,122.34209133867952,57,-108.74883967550504,33.02083149850479
10,6,697.7454385964913,145.48658485232977,57,-108.74883967550504,33.02083149850479
10,7,715.5433333333334,134.2357388046129,57,-108.74883967550504,33.02083149850479
10,8,713.4061403508772,134.4201256996902,57,-108.74883967550504,33.02083149850479
10,9,686.3966666666665,128.62812840911243,57,-108.74883967550504,33.02083149850479
10,10,692.9251785714287,116.85342038697156,56,-108.73927240780571,33.02171982883524
10,11,681.4869090909091,137.58287032038731,55,-108.71560226294764,33.02207161322315
10,12,716.9878181818182,148.57194033251125,55,-108.71560226294764,33.02207161322315
11,1,774.017802197802,141.5937479260789,182,-81.57301352815931,40.885818760988975
11,2,707.7196703296701,146.23227963770822,182,-81.57301352815931,40.885818760988975
11,3,782.9335164835168,128.28844447999106,182,-81.57301352815931,40.885818760988975
11,4,746.2630219780218,139.48352195490813,182,-81.57301352815931,40.885818760988975
11,5,762.34467032967,139.28076047023274,182,-81.57301352815931,40.885818760988975
11,6,744.6059890109892,129.14750953039217,182,-81.57301352815931,40.885818760988975
11,7,772.0323626373627,130.3303046235765,182,-81.57301352815931,40.885818760988975
11,8,774.5350549450553,141.18127968289244,182,-81.57301352815931,40.885818760988975
11,9,746.4207692307693,137.88437055938672,182,-81.57301352815931,40.885818760988975
11,10,782.6648901098897,143.38256346329632,182,-81.57301352815931,40.885818760988975
11,11,747.1393956043955,148.99248647967104,182,-81.57301352815931,40.885818760988975
11,12,769.5964285714282,140.27916183762522,182,-81.57301352815931,40.885818760988975
12,1,689.541724137931,145.30435143014074,29,-114.36041656465518,33.46509607902299
12,2,623.886896551724,125.0504851237933,29,-114.36041656465518,33.46509607902299
12,3,689.3206896551724,117.74439903027397,29,-114.36041656465518,33.46509607902299
12,4,657.155,150.86865228783893,30,-114.3370904236111,33.44913519861111
12,5,687.082,124.83037968542159,30,-114.3370904236111,33.44913519861111
12,6,666.8706896551724,130.2510678902178,29,-114.36041656465518,33.46509607902299
12,7,666.303448275862,143.7455005084443,29,-114.36041656465518,33.46509607902299
12,8,670.1946666666668,127.12776708241346,30,-114.3370904236111,33.44913519861111
12,9,632.3551724137931,142.910644387364,29,-114.36041656465518,33.46509607902299
12,10,671.8003448275863,131.39367904977868,29,-114.36041656465518,33.46509607902299
12,11,649.2010344827587,133.55576689513063,29,-114.36041656465518,33.46509607902299
12,12,673.4606896551725,142.9182649162915,29,-114.36041656465518,33.46509607902299
13,1,816.2661702127658,124.81656816316612,47,-109.3042967260638,47.79630244592199
13,2,722.4970212765958,149.7103957021653,47,-109.3042967260638,47.79630244592199
13,3,799.9897872340428,150.47023796083016,47,-109.3042967260638,47.79630244592199
13,4,769.0687234042554,132.13605202070468,47,-109.3042967260638,47.79630244592199
13,5,788.7097872340424,131.6020203120462,47,-109.3042967260638,47.79630244592199
13,6,778.3136170212764,138.6921062992141,47,-109.3042967260638,47.79630244592199
13,7,792.5091489361702,132.27631689932358,47,-109.3042967260638,47.79630244592199
13,8,789.8065957446807,112.2830803163252,47,-109.3042967260638,47.79630244592199
13,9,767.1691489361701,161.36482408980163,47,-109.3042967260638,47.79630244592199
13,10,817.5087234042555,137.86436793221355,47,-109.3042967260638,47.79630244592199
13,11,776.4582978723406,126.5849868321485,47,-109.3042967260638,47.79630244592199
13,12,819.357659574468,146.22720206964505,47,-109.3042967260638,47.79630244592199
14,1,754.8727906976745,123.62013233393343,86,-97.71018220494183,36.87146060610465
14,2,690.1180232558138,124.11658789714794,86,-97.71018220494183,36.87146060610465
14,3,757.325581395349,135.29456611820913,86,-97.71018220494183,36.87146060610465
14,4,703.5398837209302,141.76082118027463,86,-97.71018220494183,36.87146060610465
14,5,747.6698837209301,138.79468907327248,86,-97.71018220494183,36.87146060610465
14,6,746.9627906976743,118.08646369726384,86,-97.71018220494183,36.87146060610465
14,7,754.7108139534885,143.6045017980049,86,-97.71018220494183,36.87146060610465
14,8,741.6412790697673,139.54936428863923,86,-97.71018220494183,36.87146060610465
14,9,722.835581395349,141.21234205417386,86,-97.71018220494183,36.87146060610465
14,10,754.5905813953489,126.11336771895678,86,-97.71018220494183,36.87146060610465
14,11,729.8308139534882,140.8081188527926,86,-97.71018220494183,36.87146060610465
14,12,753.3786046511631,132.7778189495102,86,-97.71018220494183,36.87146060610465
15,1,761.3680303030304,151.70456853685255,66,-86.22657298737373,32.17103352651514
15,2,691.0104545454544,146.0205156956297,66,-86.22657298737373,32.17103352651514
15,3,794.0300000000002,135.8369587943553,66,-86.22657298737373,32.17103352651514
15,4,740.5523529411768,138.4930943429793,68,-86.21602330637256,32.195237214460775
15,5,778.9647761194029,123.57000946986821,67,-86.22117875870647,32.18340979975123
15,6,717.1471641791045,150.16190823590597,67,-86.22117875870647,32.18340979975123
15,7,748.1234848484848,158.25362955909443,66,-86.22657298737373,32.17103352651514
15,8,768.8168181818181,122.5743899865139,66,-86.22657298737373,32.17103352651514
15,9,759.2800000000001,127.17094338221027,66,-86.22657298737373,32.17103352651514
15,10,784.6512121212121,113.1703628240693,66,-86.22657298737373,32.17103352651514
15,11,749.265606060606,137.38012690454812,66,-86.22657298737373,32.17103352651514
15,12,762.0109090909091,134.58185495900977,66,-86.22657298737373,32.17103352651514
16,1,736.60676217765,135.77911085022996,349,-73.7959762065425,40.99314587965614
16,2,675.9472779369634,136.11058159574242,349,-73.7959762065425,40.99314587965614
16,3,736.2192836676217,140.65119059880226,349,-73.7959762065425,40.99314587965614
16,4,720.9243266475646,133.20899139204536,349,-73.7959762065425,40.99314587965614
16,5,735.225759312321,147.1323974959828,349,-73.7959762065425,40.99314587965614
16,6,717.8737822349572,137.56875086999588,349,-73.7959762065425,40.99314587965614
16,7,749.4871633237823,138.5173563172569,349,-73.7959762065425,40.99314587965614
16,8,740.3516332378229,133.48766858047088,349,-73.7959762065425,40.99314587965614
16,9,718.5211747851004,136.9971491145381,349,-73.7959762065425,40.99314587965614
16,10,740.8580802292264,141.5525036652039,349,-73.7959762065425,40.99314587965614
16,11,711.4674785100289,143.57061483547326,349,-73.7959762065425,40.99314587965614
16,12,740.7715472779367,144.15485326113836,349,-73.7959762065425,40.99314587965614
17,1,668.8285542168675,138.46535341906733,83,-85.3380055436747,43.01473940261044
17,2,586.5976190476192,135.2994787960673,84,-85.34155645625,43.00766294781745
17,3,669.0349397590364,134.3707604380088,83,-85.3380055436747,43.01473940261044
17,4,646.7804651162791,156.66516919316084,86,-85.35999188916112,42.99399994829272
17,5,680.8090697674419,137.77287951384295,86,-85.35999188916112,42.99399994829272
17,6,663.0501162790698,129.4491512834884,86,-85.35999188916112,42.99399994829272
17,7,681.9056470588234,128.15502979090292,85,-85.35674141491596,43.000749157096166
17,8,665.3658823529412,159.26946879495333,85,-85.35674141491596,43.000749157096166
17,9,639.0169767441861,141.00143946127378,86,-85.35999188916112,42.99399994829272
17,10,668.3422352941177,146.14849930552515,85,-85.35674141491596,43.000749157096166
17,11,661.2267857142857,124.8650061620697,84,-85.34787555505952,43.00782308498677
17,12,673.680357142857,141.99785940421242,84,-85.34787555505952,43.00782308498677
18,1,764.8378195488723,140.82003855468162,133,-89.41454676033833,41.10834721992481
18,2,698.6700751879697,138.78957453350793,133,-89.41454676033833,41.10834721992481
18,3,767.5432330827069,144.89615792676503,133,-89.41454676033833,41.10834721992481
18,4,743.706165413534,140.2588849402037,133,-89.41454676033833,41.10834721992481
18,5,782.1384210526318,137.5173622688234,133,-89.41454676033833,41.10834721992481
18,6,738.0062406015036,132.2484388313197,133,-89.41454676033833,41.10834721992481
18,7,772.3259398496238,136.30012014422408,133,-89.41454676033833,41.10834721992481
18,8,781.0770676691728,135.2286319025484,133,-89.41454676033833,41.10834721992481
18,9,746.3835338345865,127.42684034366405,133,-89.41454676033833,41.10834721992481
18,10,769.3486466165414,134.50919541873532,133,-89.41454676033833,41.10834721992481
18,11,744.0918045112783,149.42024539887458,133,-89.41454676033833,41.10834721992481
18,12,776.6866917293235,128.3117435997814,133,-89.41454676033833,41.10834721992481
19,1,626.6748101265823,136.06401492967592,79,-96.74091940031647,31.62346099789031
19,2,580.9356962025315,119.57525247101775,79,-96.74091940031647,31.62346099789031
19,3,650.9710126582279,140.3386494914625,79,-96.74091940031647,31.62346099789031
19,4,615.9188607594938,126.16808342279408,79,-96.74091940031647,31.62346099789031
19,5,624.5258227848101,140.4468150664591,79,-96.74091940031647,31.62346099789031
19,6,623.9008860759494,134.75592919930054,79,-96.74091940031647,31.62346099789031
19,7,631.3274683544304,150.8684305987171,79,-96.74091940031647,31.62346099789031
19,8,632.8831645569618,134.67407217858815,79,-96.74091940031647,31.62346099789031
19,9,621.5168354430378,134.74251455444423,79,-96.74091940031647,31.62346099789031
19,10,627.1003797468353,130.21919423530713,79,-96.74091940031647,31.62346099789031
19,11,619.9956962025315,120.30812586618781,79,-96.74091940031647,31.62346099789031
19,12,635.262658227848,150.0461378590416,79,-96.74091940031647,31.62346099789031
20,1,712.4234444444445,136.32408991951075,90,-111.94293206481481,41.76827412175926
20,2,647.5651111111113,134.85536125788556,90,-111.94293206481481,41.76827412175926
20,3,711.0972222222221,131.88825769417824,90,-111.94293206481481,41.76827412175926
20,4,675.2752222222224,135.832584096462,90,-111.94293206481481,41.76827412175926
20,5,697.7750000000001,130.69249831370468,90,-111.94293206481481,41.76827412175926
20,6,703.505,129.06157104253393,90,-111.94293206481481,41.76827412175926
20,7,695.5607777777776,127.0451438433784,90,-111.94293206481481,41.76827412175926
20,8,696.1823333333334,137.4071610911597,90,-111.94293206481481,41.76827412175926
20,9,678.9404444444446,139.52728996138296,90,-111.94293206481481,41.76827412175926
20,10,703.7370000000002,118.45073909928118,90,-111.94293206481481,41.76827412175926
20,11,673.9417777777778,155.38513673731828,90,-111.94293206481481,41.76827412175926
20,12,706.2423333333334,142.02113234823395,90,-111.94293206481481,41.76827412175926
21,1,768.5882716049384,140.876885135523,81,-92.83235925925926,36.462394006172836
21,2,681.7230864197533,135.81847387898623,81,-92.83235925925926,36.462394006172836
21,3,786.8200000000002,128.39631696419258,82,-92.8279717487805,36.458286640243905
21,4,746.9926190476191,117.2111373044688,84,-92.84470330833334,36.450580701388894
21,5,756.9557142857143,139.31999407625204,84,-92.84470330833334,36.450580701388894
21,6,769.6001204819275,125.89094238299776,83,-92.83466040843375,36.4543301495984
21,7,776.0493975903615,135.56809962450495,83,-92.83466040843375,36.4543301495984
21,8,791.5603658536588,130.7771279019425,82,-92.83907598170732,36.45833917581301
21,9,737.4086585365853,128.8072194755078,82,-92.83907598170732,36.45833917581301
21,10,764.7206172839508,154.88935460401743,81,-92.83235925925926,36.462394006172836
21,11,737.5832098765435,129.73893902088028,81,-92.83235925925926,36.462394006172836
21,12,767.6629629629629,133.33629462233543,81,-92.83235925925926,36.462394006172836
22,1,775.3542647058821,132.00654202323895,136,-98.30477170925245,26.308647263480406
22,2,694.9586764705883,130.4779561241041,136,-98.30477170925245,26.308647263480406
22,3,762.1913235294118,146.05438705254323,136,-98.30477170925245,26.308647263480406
22,4,750.1191240875913,140.03575258440702,137,-98.30692859184914,26.31155203892945
22,5,762.8386861313866,131.95327138630995,137,-98.30692859184914,26.31155203892945
22,6,730.9429197080293,137.88880098534,137,-98.30692859184914,26.31155203892945
22,7,764.9445255474452,131.68013829050864,137,-98.30692859184914,26.31155203892945
22,8,777.008102189781,130.76091316479904,137,-98.30692859184914,26.31155203892945
22,9,737.0892700729928,128.25915609029624,137,-98.30692859184914,26.31155203892945
22,10,765.446131386861,142.60383679085115,137,-98.30692859184914,26.31155203892945
22,11,724.0791970802915,140.37385551894982,137,-98.30692859184914,26.31155203892945
22,12,770.2106617647062,128.32917657949048,136,-98.30477170925245,26.308647263480406
23,1,754.1746268656718,143.2671901604312,67,-120.31492236567165,35.1701140659204
23,2,686.2759701492539,138.06916868993665,67,-120.31492236567165,35.1701140659204
23,3,758.5776119402985,135.6622512689143,67,-120.31492236567165,35.1701140659204
23,4,733.011176470588,129.7541066489382,68,-120.31715859640522,35.18395925285948
23,5,766.5064705882351,147.85819281557147,68,-120.31715859640522,35.18395925285948
23,6,725.4873529411764,155.13233121702572,68,-120.31715859640522,35.18395925285948
23,7,742.1129411764706,144.17983103838685,68,-120.31715859640522,35.18395925285948
23,8,759.1391176470587,132.05520126953198,68,-120.31715859640522,35.18395925285948
23,9,750.0007352941174,144.44864655138275,68,-120.31715859640522,35.18395925285948
23,10,765.1776470588237,123.31883032862909,68,-120.31715859640522,35.18395925285948
23,11,728.3619117647056,140.45302418818537,68,-120.31715859640522,35.18395925285948
23,12,751.8145588235295,141.8083115231989,68,-120.31715859640522,35.18395925285948
24,1,819.3764583333335,138.52559017831996,48,-97.64841067968752,48.341360410590276
24,2,717.8456249999999,138.85295123610862,48,-97.64841067968752,48.341360410590276
24,3,791.6085416666665,144.45721092137708,48,-97.64841067968752,48.341360410590276
24,4,795.6568750000001,140.4888401166751,48,-97.64841067968752,48.341360410590276
24,5,807.4943749999999,142.58629025415587,48,-97.64841067968752,48.341360410590276
24,6,805.6529166666664,138.9959928298577,48,-97.64841067968752,48.341360410590276
24,7,819.0922916666665,129.7611049582034,48,-97.64841067968752,48.341360410590276
24,8,803.0177083333334,143.17117261620402,48,-97.64841067968752,48.341360410590276
24,9,764.8820833333334,161.71235207522128,48,-97.64841067968752,48.341360410590276
24,10,824.735,134.30711250951694,48,-97.64841067968752,48.341360410590276
24,11,777.6408333333333,151.79213984924309,48,-97.64841067968752,48.341360410590276
24,12,799.8070833333335,138.74456030773146,48,-97.64841067968752,48.341360410590276
25,1,796.492641509434,165.44604436730503,53,-117.2756126926101,44.329254169811314
25,2,742.3558490566038,129.76763730646766,53,-117.2756126926101,44.329254169811314
25,3,818.1375471698113,156.65782484342688,53,-117.2756126926101,44.329254169811314
25,4,766.0877777777778,136.7654060703036,54,-117.31628698302472,44.29391509722222
25,5,788.6677777777777,166.18195482207315,54,-117.31628698302472,44.29391509722222
25,6,796.4242592592593,146.07313917595621,54,-117.31628698302472,44.29391509722222
25,7,821.7348148148149,140.8138767667222,54,-117.31628698302472,44.29391509722222
25,8,800.4898113207543,143.72490743188095,53,-117.2756126926101,44.329254169811314
25,9,776.463396226415,130.71047938634024,53,-117.2756126926101,44.329254169811314
25,10,797.8705660377358,141.8325591608834,53,-117.2756126926101,44.329254169811314
25,11,783.6177358490565,126.60762983012073,53,-117.2756126926101,44.329254169811314
25,12,806.8681132075473,127.13371791956706,53,-117.2756126926101,44.329254169811314
26,1,696.9961764705882,137.67374063039912,68,-80.48161446568625,27.405354594362738
26,2,633.3717647058821,148.44700987718952,68,-80.48161446568625,27.405354594362738
26,3,717.2589705882353,122.51340238598226,68,-80.48161446568625,27.405354594362738
26,4,694.8427941176469,140.2558296786759,68,-80.48161446568625,27.405354594362738
26,5,701.6223529411765,138.57566765469784,68,-80.48161446568625,27.405354594362738
26,6,688.6170588235292,130.0039948170688,68,-80.48161446568625,27.405354594362738
26,7,708.9820588235295,133.1620966589476,68,-80.48161446568625,27.405354594362738
26,8,704.6425000000003,138.42704038552083,68,-80.48161446568625,27.405354594362738
26,9,667.849411764706,138.9754160799745,68,-80.48161446568625,27.405354594362738
26,10,692.6266176470587,145.89535882633876,68,-80.48161446568625,27.405354594362738
26,11,664.2585294117646,144.15095488402645,68,-80.48161446568625,27.405354594362738
26,12,715.8116176470589,127.80472525388825,68,-80.48161446568625,27.405354594362738
27,1,697.3366197183097,153.42827698888044,71,-91.78098511302821,32.677231782159616
27,2,643.5125714285715,159.2490676321181,70,-91.77889091250003,32.6731131797619
27,3,735.950857142857,138.8631420929079,70,-91.77889091250003,32.6731131797619
27,4,699.4926760563378,125.65990050357402,71,-91.78098511302821,32.677231782159616
27,5,734.3516901408452,139.68949010651033,71,-91.78098511302821,32.677231782159616
27,6,705.5314084507045,137.41429028336725,71,-91.78098511302821,32.677231782159616
27,7,710.474084507042,134.17787730107105,71,-91.78098511302821,32.677231782159616
27,8,712.7622535211269,134.7337927248421,71,-91.78098511302821,32.677231782159616
27,9,700.025352112676,135.63578703806624,71,-91.78098511302821,32.677231782159616
27,10,703.3285915492957,147.57616179592208,71,-91.78098511302821,32.677231782159616
27,11,700.2681690140846,136.19174244545965,71,-91.78098511302821,32.677231782159616
27,12,706.2230985915492,139.29060588216046,71,-91.78098511302821,32.677231782159616
28,1,710.7588999999998,132.67889357448263,100,-79.4067405375,34.61409912625002
28,2,651.5067,131.9068520587317,100,-79.4067405375,34.61409912625002
28,3,722.1241999999999,132.61608623848645,100,-79.4067405375,34.61409912625002
28,4,682.3095000000001,137.91952870437143,100,-79.4067405375,34.61409912625002
28,5,725.6578000000002,141.49962041719752,100,-79.4067405375,34.61409912625002
28,6,694.8938999999998,137.07777372884547,100,-79.4067405375,34.61409912625002
28,7,720.1940999999999,131.46214377985132,100,-79.4067405375,34.61409912625002
28,8,718.5566,130.76492482651375,100,-79.4067405375,34.61409912625002
28,9,705.1394000000001,141.49507348745996,100,-79.4067405375,34.61409912625002
28,10,708.6486999999996,132.81183403894008,100,-79.4067405375,34.61409912625002
28,11,708.7909999999999,149.90641419602224,100,-79.4067405375,34.61409912625002
28,12,706.7966999999999,143.73291599119378,100,-79.4067405375,34.61409912625002
29,1,692.0758974358974,140.68174678739408,39,-102.71774107799143,38.52589933547008
29,2,617.3151219512196,133.4515894419471,41,-102.69131449247968,38.56196211422764
29,3,701.7121951219514,143.17469538452866,41,-102.69131449247968,38.56196211422764
29,4,678.4065116279068,125.24851199669367,43,-102.63930356841085,38.5949130856589
29,5,680.5441860465115,129.36283789072004,43,-102.63930356841085,38.5949130856589
29,6,674.7860975609757,138.07475543721537,41,-102.69131449247968,38.56196211422764
29,7,716.7453658536584,129.8121338426116,41,-102.69131449247968,38.56196211422764
29,8,725.9378048780487,128.78595850089192,41,-102.69131449247968,38.56196211422764
29,9,689.7965853658536,153.3788566567697,41,-102.69131449247968,38.56196211422764
29,10,728.0973170731706,158.6145371975026,41,-102.69131449247968,38.56196211422764
